sent,eText,factValue
"An intense manhunt conducted by the FBI and the bureau of alcohol, tobacco and firearms continues for Rudolph in the wilderness of western north Carolina.",continues,CT
"An international land, sea and air force has mobilized since Iraq's invasion, which was sparked by disputes over oil, land and repayment of war loans.",sparked,CT
An official at Wako Securities said brokerages' excessive expectations about recent advances in Tokyu Group shares and real estate issues were dashed Friday.,said,CT
Analyst estimate the value of the BellSouth proposal at about $115 to $125 a share.,estimate,CT
"Analysts are skeptical Provigo will be able to sell the non-food businesses as a group for at least book value, and are expecting write-downs.",expecting,CT
"Analysts are skeptical Provigo will be able to sell the non-food businesses as a group for at least book value, and are expecting write-downs.",sell,PR
"Analysts had expected Consolidated to post a slim profit, and the company's stock was down only 25 cents to $30.25 in New York Stock Exchange composite trading yesterday.",post,PR
"Analysts had expected Consolidated to post a slim profit, and the company's stock was down only 25 cents to $30.25 in New York Stock Exchange composite trading yesterday.",expected,CT
"Analysts have complained that third-quarter corporate earnings haven't been very good, but the effect hit home particularly hard yesterday.",complained,CT
"Analysts noted that over the past 20 years, Mr. Fournier has built his company through astute stock-market activity and has warded off at least three takeover attempts.",warded,CT
Analysts said Mr. Stronach wants to resume a more influential role in running the company.,wants,CT
Analysts said they expect McCaw to escalate the bidding again.,said,CT
Analysts said they expect McCaw to escalate the bidding again.,escalate,PR
"Analysts say much of Kellogg's erosion has been in such core brands as Corn Flakes, Rice Krispies and Frosted Flakes, which represent nearly one-third of its sales volume.",say,CT
"Analysts were predicting 1990 BellSouth earnings in the range of $3.90 a share, or $1.9 billion, but now those estimates are being scaled back.",predicting,CT
"And I hope that, whatever happens today, that our relationships with Russia will continue to be productive and constructive and strong, because that's very important to the future of our peoples.",hope,CT
And Iraq still has thousands of Americans and other Westerners under its control in Iraq and Kuwait.,has,CT
"And Patrick Mannix, 46, international technical manager, becomes director of group quality programs.",becomes,CT
"And President Bush yesterday, asked whether he was at least glad Iraq is discussing negotiations, replied: ""I don't see anything to be pleasing in there at all.""",asked,CT
"And President Bush yesterday, asked whether he was at least glad Iraq is discussing negotiations, replied: ""I don't see anything to be pleasing in there at all.""",see,CT
"And Robert Gates, Mr. Bush's deputy national security adviser, asserted in an interview on the Cable News Network that Iraqi troops have set fire to ""large sections"" of Kuwait City.",asserted,CT
And Unisys is expected to do little better than break even in the fourth quarter.,do,PR
And Unisys is expected to do little better than break even in the fourth quarter.,expected,CT
And Wong Kwan will be lucky to break even.,break,PR
"And at the big brokerage houses, after ten years of boom, they're talking about layoffs.",talking,CT
"And because the Federal Reserve has made clear that it expects the economy to slow in coming months as ripple effects from Asia reach the United States, investors disregarded the large jobs gains, betting that neither a rise in interest rates nor resurgent inflation is looming.",reach,CT
"And because the Federal Reserve has made clear that it expects the economy to slow in coming months as ripple effects from Asia reach the United States, investors disregarded the large jobs gains, betting that neither a rise in interest rates nor resurgent inflation is looming.",looming,PR
"And because the Federal Reserve has made clear that it expects the economy to slow in coming months as ripple effects from Asia reach the United States, investors disregarded the large jobs gains, betting that neither a rise in interest rates nor resurgent inflation is looming.",slow,PR
And defense lawyers are warning that they won't stick around if they don't get paid.,warning,CT
"And in San Francisco, a mansion overlooking the Pacific Ocean and the Golden Gate Bridge is slipping toward the sea.",slipping,CT
"And just last month, an off duty policeman is killed when a bomb explodes at another abortion clinic.",killed,CT
And law enforcement sources say they can't ignore letters penned under the name army of god.,ignore,CT
And law enforcement sources say they can't ignore letters penned under the name army of god.,say,CT
And many of them are using the Internet to spread their messages of racial superiority.,using,CT
And nails found in the Atlanta abortion clinic bombing are identical to those discovered at Rudolph's storage shed in north Carolina.,found,CT
And now Kellogg is indefinitely suspending work on what was to be a $1 billion cereal plant.,suspending,CT
And on that basis Keating was released from prison before he was eligible for parole.,released,CT
"And powerful political pressures may convince the Conservative government to keep its so-called golden share, which limits any individual holding to 15%, until the restriction expires on Dec. 31, 1990.",expires,CT
"And powerful political pressures may convince the Conservative government to keep its so-called golden share, which limits any individual holding to 15%, until the restriction expires on Dec. 31, 1990.",keep,PS
And profit from polymers dropped to $107 million from $122 million amid what Du Pont called lower demand and selling prices in certain packaging and industrial markets.,dropped,CT
And the German electorate appears increasingly eager to dispense with the services of Europe's longest serving leader.,dispense,Uu
And the U.S. is taking similar steps to ensure that its naval force is adequate to carry out a blockade of Iraq and support a war if necessary.,taking,CT
And the U.S. now will face sharper questions in the Arab world since it didn't back the peace proposals worked out in Moscow.,face,CT
And the U.S. now will face sharper questions in the Arab world since it didn't back the peace proposals worked out in Moscow.,back,CT
And the weakness of the Asian economies is also likely to lead to decreased demand for American exports.,lead,PR
"And this week, FBI director Louie Freeh assigned more agents to the search.",assigned,CT
